OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,CONTRACT_LINK
AL-2020-032-RFDQ-00004,"ADQUISICIÓN DE BATAS, CUBRE ZAPATOS, MASCARILLAS Y GORROS QUIRURGICOS",AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,JARAVITEX CIA LTDA,5/27/2020,6/26/2020,"$267.248,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=ZnmhNucG0jMla6IWufbFaO4YcqiLna2ShD7LaqoF3iI,&idSoliCompra=OMUmzs8x-Q_tOH-cQ29sEciks5NYu1O8Jytk92r9E3k,"
AL-2020-032-RFDQ-00001,ADQUISICIÓN DE TRAJES DE SEGURIDAD PARA RIESGO BIOLOGICO,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,PARRA TRELLES MAYRA GABRIELA,4/23/2020,5/08/2020,"$127.568,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=aq1bEcIR9TqpqqcVxZCxEkB4VRgYlxbcwSq2zyWh-yc,&idSoliCompra=-ugr6NmyLO5w0Wl1ooKazue6BYKEiFy6uUPEK9U7hYQ,"
AL-2020-032-RFDQ-00014,ADQUISICIÓN DE EQUIPOS MÉDICOS,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,ALVAREZ LARREA EQUIPOS MEDICOS ALEM CIA. LTDA.,9/04/2020,9/12/2020,"$94.207,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=165ddUANHCljr2_eYYARPZSOsnjeRTS5dQVsLoY1Wh0,&idSoliCompra=yD8kizk-VBfTTlTUF_xYCce8UuBnFspgew52kBVIFW8,"
AL-2020-032-RFDQ-00017,"ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PERSONAL TRAJE DE PROTECCIÓN CONTRA RIESGOS, TALLA GRANDE TIPO 2 Y BATA MANGA LARGA, TALLA MEDIANA PARA USO DEL PERSONAL",AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALVACHE RODAS CARLOS LUIS,9/02/2020,9/12/2020,"$77.270,08",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=uvsj0LTkvmCpfbvMH4EDvUvr4cr-6_oANEqaN6s9a_M,&idSoliCompra=sBIw8s1_IMAGPMLXYdLM3LqxFOG3ONzylYjLTZ9GhgA,"
AL-2020-032-RFDQ-00012,ADQUISICIÓN DE EQUIPOS MÉDICOS,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,IMPORTADORA DE SISTEMAS MEDICOS INSISMED CIA. LTDA.,9/04/2020,9/12/2020,"$70.010,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=blBZFqhruYNN7c0keywG4bJMxUv8hx1ARgPXN6wpb8I,&idSoliCompra=BeQ2ImoFwf03V3wNJKiqYiZbtfje_RRMNBtpFI0LKgU,"
AL-2020-032-RFDQ-00011,ADQUISICIÓN DE PRUEBA RÁPIDA PARA LA DETERMINACIÓN DE COVID-19 ANTICUERPOS IGG/IGM,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,SIMED S. A.,6/08/2020,6/15/2020,"$69.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=6koah2ZLkpPjFmOygjlVIu8WO7LkUgzL5mZ-Xwyb1Kk,&idSoliCompra=Dne86kJZhfou5dnSGOtyWWgaS1dF3LjtWcgRoQRxv2I,"
AL-2020-032-RFDQ-00009,ADQUISICION DE VARIOS FARMACOS,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,DISTRIBUIDORA DE MEDICAMENTOS DISPRESFARMA CIA. LTDA.,6/15/2020,6/19/2020,"$60.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=0DFIZ1ZomUvyeZyPHP4j-X78iZv86KbrMGK7-r1F4uY,&idSoliCompra=Rz1CTDHgzAN7NQD-eK-uqw0xZ0lhe6iX0Y8xgLa0r4k,"
AL-2020-032-RFDQ-00003,ADQUISICIÓN DE RESPIRADOR CON EFICACIA MÍNIMA DE FILTRACIÓN DEL 95%,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,EMPRESA UNIVERSITARIA DE SALUD EP EUS-EP,5/07/2020,5/12/2020,"$39.664,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=kZtis99mkA-xqk9QAdCTNIPZjYXd6FdsEEyMADHF19k,&idSoliCompra=9PTTwEPBj1DzDzAyCfJuML3iWZKBQirilvPJbmqJmUI,"
AL-2020-032-RFDQ-00010,ADQUISICIÓN DE GEL ANTISÉPTICO,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,EGUEZ VIERA LETICIA ELENA,6/15/2020,6/17/2020,"$39.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=7kVL5GybhvZaeNoxFSrANfx3PV7C-iD0k-B5HFKhSsw,&idSoliCompra=5v4psDXojKmuTVWXeQZCo2-71hixlTdYUyRirkOboz4,"
AL-2020-032-RFDQ-00016,"ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PERSONAL GORRO QUIRÚRGICO MUJER MASCARILLA QUIRÚRGICA, ELÁSTICO, TAMAÑO ESTÁNDAR Y TERNO QUIRÚRGICO, TALLA GRANDE",AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,JARAVITEX CIA LTDA,9/02/2020,9/12/2020,"$24.390,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Rj0SUztAo9teOshhPVLqOKRD5cvU-F94Gw7bIBH-lpE,&idSoliCompra=RLDRDHni_S3a7wqDF9C56SL5DcGUiwD7HgXYuJyiyio,"
AL-2020-032-RFDQ-00007,ADQUISICIÓN DE MONOPERSULFATO DE POTASIO,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,B.BRAUN MEDICAL S.A.,6/15/2020,6/22/2020,"$23.250,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=2d_NC3QfrmNcnWwi8sF53Bp9nD2wRJcQgjsMb59BWZs,&idSoliCompra=C2F_LmWWAnu7T0_M3X1iaOT4wt5O-XUWHfUdUr_d6GA,"
AL-2020-032-RFDQ-00015,ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PERSONAL MASCARILLA CON MEDIO FILTRANTE 92% DE EFICACIA DE FILTRACIÓN MÍNIMA,AZUAY,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,VINTIMILLA ABRIL CARMITA ELIZABETH,9/02/2020,9/12/2020,"$12.300,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=AtCvXuFpE_v7dnUFG_sq6VvJUfn6GAPEuO9VIlLWdsA,&idSoliCompra=Nu4NSwgOIlbXOcktiXvX8QoexXs14ArWvSlBbNMmQBQ,"
ASMCUE-001-E-2020-00014,ADQUISICIÓN DE KITS DE ALIMENTOS SIN CONTENEDOR PARA EL PROYECTO DE DOTACIÓN ALIMENTARIA CUENCA-BANCO DE ALIMENTOS.,AZUAY,ACCION SOCIAL MUNICIPAL CUENCA,ACCION SOCIAL MUNICIPAL CUENCA,CORPORACION FAVORITA C.A.,4/24/2020,5/29/2020,"$117.125,35",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=DADy_OxtebxnIqiICuB2LPfgIURz-8eaVZQef4EYgjU,&idSoliCompra=Zif-OpbCqupYi6iWBkQZs9-oMwBQK3kzZ_ongbb3TD8,"
ASMCUE-001-E-2020-00008,ADQUISICIÓN DE PRODUCTOS PARA EL BANCO DE ALIMENTOS-PROYECTO DE DOTACIÓN ALIMENTARIA CUENCA,AZUAY,ACCION SOCIAL MUNICIPAL CUENCA,ACCION SOCIAL MUNICIPAL CUENCA,CORPORACION FAVORITA C.A.,3/23/2020,3/24/2020,"$42.402,90",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=LeI9cPShZGasfZ-hKGAVlGkEzjGjoUQElCY67118xwE,&idSoliCompra=T0-AuXk0jpaBOelhCdblAdTr2aRkyAVX8DFt8WbXEls,"
ASMCUE-001-E-2020-00006,"ADQUISICIÓN DE KITS DE ALIMENTOS PARA FAMILIAS VULNERABLES O EN SITUACIÓN DE RIESGO EN EL CANTÓN CUENCA, DURANTE LA EMERGENCIA SANITARIA.",AZUAY,ACCION SOCIAL MUNICIPAL CUENCA,ACCION SOCIAL MUNICIPAL CUENCA,GERARDO ORTIZ E HIJOS CIA LTDA,3/20/2020,3/23/2020,"$37.780,30",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=4SW1TiEPwOD1LS_fRTzrt9iR3VpzUN016ZttfxSZQss,&idSoliCompra=AHNDR7Ut3DTFZWSK_pfeK-DYmamtoSqS_MJPNnLZHHs,"
ASMCUE-001-E-2020-00013,ADQUISICIÓN DE ALIMENTOS PARA EL PROYECTO DOTACIÓN ALIMENTARIA CUENCA-BANCO DE ALIMENTOS,AZUAY,ACCION SOCIAL MUNICIPAL CUENCA,ACCION SOCIAL MUNICIPAL CUENCA,CORPORACION FAVORITA C.A.,4/10/2020,4/14/2020,"$34.389,80",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=EoSCMAVXFN0YxhLdUDmc4xoJiZGxAH-cpZzHC0bjqAc,&idSoliCompra=jzyPq2keQcGFZHxRNxjAD1_2yMLxqU5glNX3J6rQcu0,"
CCS-RES-0036-20-00002,CONSTRUCCIÓN DE VARIANTE PARA LA LÍNEA ELÉCTRICA DE DISTRIBUCIÓN DE 13.8 KV QUE ALIMENTA LA CAPTACIÓN DE LA CENTRAL COCA CODO SINCLAIR,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,INDUSTRIAL SALES & SERVICES COOTERSINDSALE CIA. LTDA.,5/22/2020,6/09/2020,"$588.205,04",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=fMHj-bWxJ_4orsFM9vMQxZI6Ekr0a3xiARCZaB1EUtE,&idSoliCompra=tVFS7i6c_Qu2yzyigqyh67KI2_zJSbugiy2VI6bFFoc,"
CCS-RES-0036-20-00004,CCS CONSTRUCCIÓN DE UNA ACOMETIDA TRIFÁSICA MIXTA DE 22800 VOLTIOS PARA LAS INSTALACIONES DE CAPTACIÓN DE LA CENTRAL COCA CODO SINCLAIR. INCLUYE INSTALACIÓN DE TRANSFORMADOR Y TABLERO DE TRANSFERENCIA,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,LARA PONCE ARTURO,5/28/2020,6/27/2020,"$102.649,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=J69WBVNaheLbx1hYv3_7tzGCO9eA5DsYVopy6on1BHg,&idSoliCompra=HLzOZO1_84Hk1Gg74-uO_oP3QPD-L4ZOGsxefRMMCLw,"
CCS-RES-0036-20-00001,CCS ADQUISICIÓN DE UN TABLERO DE TRANSFERENCIA PARA CONTROL DE ALIMENTACIÓN DE ENERGÍA ELÉCTRICA EN LAS INSTALACIONES DE CAPTACIÓN DE LA CENTRAL COCA CODO SINCLAIR,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CASTRO SHUCAG MARIA CECILIA,5/22/2020,6/09/2020,"$17.564,45",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=CzHStol4Pdq2zDsx0FrTADmZJOlg0HMqW5hpsIMXW8g,&idSoliCompra=I7XwIuQxzhRIjgGWL98HgdUrusXhJ8sw2v_U3oKQVgQ,"
CCS-RES-0036-20-00003,CCS ADQUISICIÓN DE UN TRANSFORMADOR PADMOUNTED DE DISTRIBUCIÓN DE 22800/480 VOLTIOS DE 400 KVA PARA LAS INSTALACIONES DE CAPTACIÓN DE LA CENTRAL COCA CODO SINCLAIR,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,COMPAÑIA ANONIMA MORETRAN,5/29/2020,6/19/2020,"$12.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=W_p_b369ioMH2FsIr6xGY3ZP92llaWb-pAnl43ShWYA,&idSoliCompra=zk9wa5keGKnve6vkxN6nITiBx_VU3Y15BXenBdN71F8,"
CCS-RES-0043-20-00003,CONSULTORIA PARA LEVANTAMIENTO TOPOGRAFICO CON RTOFOTOGRAFIA – LIDAR Y DIAGNOSTICO GEOLOGICO GEOTECNICO DE EROSION DEL LECHO DEL RÍO COCA,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,KAWSUS CIA LTDA,5/21/2020,7/10/2020,"$159.155,31",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=bt9zZuwkHiVyaBLHjLnc0bjxXyykak8F1tI6m7WKJO8,&idSoliCompra=6PHCFzr2F1w3SPZ2NkJKqmzJjneBZ-8xvmA-jM-fjOI,"
CCS-RES-0043-20-00001,CONSULTORÍA PARA EL ESTUDIO CONCEPTUAL DE INTERVENCIONES EMERGENTES POR LA EROSIÓN REGRESIVA RÍO COCA,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,LOMBARDI-ANDINA S A,5/29/2020,6/28/2020,"$55.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=8U5Ix7G0EqraWOm6AhHR2HP_3Nrmd7moQZlInSGJ7oM,&idSoliCompra=tsv-3L7OZcARsyyK02k3B_qUY7mmTODiK8PrtMrIGuE,"
CCS-RES-0043-20-00002,"INVESTIGACIÓN DEL SUBSUELO CON METODOS DE GEOFÍSICA, PARA EL ESTUDIO DE LA EROSION REGRESIVA EN EL RIO COCA",AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,TERRAHIDRO SERVICIOS Y CONSTRUCCIONES SOCIEDAD ANONIMA,5/29/2020,6/18/2020,"$29.520,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=INOydGTRAP3j2t6-aHaroNoQDojoiBnMLTXjDhKDojY,&idSoliCompra=CLeXZ82lo7ZqrJ8NdFYW_G39zzys2NIDcDtXt1pRq3k,"
CEL-RES-0045-20-CCS-00002,ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL E INSUMOS QUÍMICOS PARA LA DESINFECCIÓN DEL PERSONAL Y ÁREAS DE TRABAJO DE LAS UNIDADES DE NEGOCIO DE LA EMPRESA PÚBLICA ESTRATÉGICA CORPORACIÓN ELÉCTRICA DEL ECUADOR CELEC EP,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,DISTRIBUIDORA FARMACEUTICA FARMACTIVA CIA.LTDA.,4/13/2020,4/16/2020,"$13.189,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=rjDCr_z2dp5iNJTa8zrYLp_4xYKd1X5bFtWdKYSL9OM,&idSoliCompra=bQZOP83XldL3QYp0IHE3Y_w-VjAm-hnOHgsgFirr5tw,"
CEL-RES-0045-20-TES-00001,ADQUISICION DE EQUIPOS MEDICOS PARA CONSULTORIOS DE LA UNIDAD DE NEGOCIO TERMOESMERALDAS,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,BIOCHEMICAL DEL ECUADOR S.A.,4/24/2020,5/06/2020,"$12.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=4Z14l_xLb9NYPQbfSm6t-xCmspY1pXL1KbUy0Gxmq2I,&idSoliCompra=6Ucp7H_F7Y1o-chSKlfcqsE2ToR-Je700Icp9mVQUZM,"
CEL-RES-0045-20-TRA-00001,ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL Y PRODUCTOS QUÍMICOS CONTRA EL CONTAGIO DE COVID-19 UNIDAD DE NEGOCIO CELEC EP- TRANSELECTRIC,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,PETROBT SERVICIOS Y PETROLEOS S.A.,4/06/2020,4/14/2020,"$13.850,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=9jzw510UhDgiPDqKRTR8fAsc38HJTRh0AOS0DCDOySY,&idSoliCompra=1nWIWYCRBFi1oxg9fs6KQvFDhhpxJaEI2_LdCiPUU-c,"
CEL-RES-0140-20-00002,INVESTIGACIONES GEOTÉCNICAS COMPLEMENTARIAS CON PERFORACIONES,AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,TERRAHIDRO SERVICIOS Y CONSTRUCCIONES SOCIEDAD ANONIMA,9/29/2020,12/28/2020,"$344.150,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=zA02EWky1YLNanrKHP5XG6aWFN3xapG-8dr1bRk1dqY,&idSoliCompra=Op0uHn-DGLeD4h6Mh47CWjU6ud3FUlOA84H_WjQHyVU,"
CEL-RES-0140-20-00001,"CONSTRUCCIÓN DE DIQUE ARTIFICIAL UTILIZANDO CONTENEDORES METÁLICOS, EN EL LECHO DEL RÍO COCA, EN EL ÁREA DEL PUENTE A LA VENTANA 2",AZUAY,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,SANCHEZ ACOSTA HECTOR PATRICIO,9/29/2020,11/03/2020,"$278.320,91",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=43cTiKkGUpebH8AYUVadht-kkbhT8qn0-5HUQtDzSD4,&idSoliCompra=IcD7moZea2jd508lY2sH1hQkjbaPTXrVTkmye5FWk3U,"
CEMLJ-CP-002-2020-00003,"ADQUISICIÓN DE LECHE CRUDA PARA LA PRODUCCION DE PRODUCTOS LACTEOS, PARA PARA ABASTECER Y CONTRUBUIR CON ALIMENTOS A LA EMERGENCIA SANITARIA DECLARADA A NIVEL NACIONAL POR EL COVID_19",AZUAY,COMPAÑIA DE ECONOMIA MIXTA LACTJUBONES,COMPAÑIA DE ECONOMIA MIXTA LACTJUBONES,AYAVACA TAPIA MANUEL ISIDRO,4/22/2020,5/29/2020,"$20.251,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=J7G05MeTIOJdfN7BkrD9tS7NhV8btWnZ8oYPYLtRR5E,&idSoliCompra=RqlkkNLWwEc3ynzn2M4RJSZn1upsErpzZBhU8E_VdV4,"
CEMLJ-CP-005-2020-00008,ADQUISICIÓN DE ETIQUETAS IMPRESAS PARA YOGUR SABORIZADO,AZUAY,COMPAÑIA DE ECONOMIA MIXTA LACTJUBONES,COMPAÑIA DE ECONOMIA MIXTA LACTJUBONES,SUPRAPLAST S.A.,8/12/2020,8/15/2020,"$15.849,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=eHiN-vYdXRumxN2ltB4Ksb2g95fTb9eD7H34LdVCXF0,&idSoliCompra=7NyeO-kNnaCheIYGx9Up-7mG3ISwcANfiQpDaSn5MYY,"
CZS6-015-2020-00001,"SERVICIO DE ALIMENTACIÓN PERMANENTE CON EQUIPAMIENTO PARA PACIENTES DIAGNOSTICADOS POSITIVOS PARA COVID-19 SIN PROTOCOLO PARA INGRESO A HOSPITALIZACIÓN, LOS CUALES PERMANECERÁN EN EL CENTRO DE ENTRENAMIENTO PARA EL ALTO RENDIMIENTO-CEAR, BAJO AISLAMIENTO SUPERVISADO",AZUAY,COORDINACION ZONAL 6 - SALUD,COORDINACION ZONAL 6 - SALUD,FOODIE LAB,4/07/2020,5/10/2020,"$107.139,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=teMNjx43f1QW-3RJRDRICdQhQ1QT4Oha6ZTFat1gW_Q,&idSoliCompra=2Ljrzsl6GICI2u9eCqj68T5vGiqcYGER4-yL3Pyum6o,"
CZS6-015-2020-00002,ADQUISICIÓN DE PRENDAS DE PROTECCIÓN - MASCARILLAS - PARA EL PERSONAL DE LA COORDINACIÓN ZONAL 6 - SALUD,AZUAY,COORDINACION ZONAL 6 - SALUD,COORDINACION ZONAL 6 - SALUD,CANEX FOOD BEVERAGE S.A. CAFOBESA,6/10/2020,6/25/2020,"$10.023,20",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=ysRUFfZzWxxIhU6tzbiSa1X2KYMgBDw1tF1nVd04uok,&idSoliCompra=BNMtmJm3GpQcVHxQWd6c3lfd5Utq60dBG-uKwin0SW8,"
DD01D01-2020-0045-R-00013,"ADQUISICON DE PRENDAS DE PROTECCION PARA PERSONAL DE SALUD, TRAJES TIBET Y MONOGAFAS, POR EMERGENCIA SANITARIA COVID 19, Y DE ACUERDO A RESOLUCION 045 - 2020, SUSCRITA POR LA MAXIMA AUTORIDAD DE LA INSTITUCION",AZUAY,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,PRODUCTOS DE SEGURIDAD INDUSTRIAL PROSEIN CIA. LTDA.,4/13/2020,4/18/2020,"$90.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=NTZDYmTdgZbPXEkys6MUDdUikX0FuTjax6GTfBfOYQk,&idSoliCompra=ScE3O4U_YOjkKLCKs3th3OL7czbcBYn4TfqcA3JVu4U,"
DD01D01-2020-0045-R-00008,"MANTENIMIENTO DE AREAS DE TRIAJE DE LOS CENTROS DE SALUD 1, Y RICAURTE, POR EMERGENCIA SANITARIA COVID 19, RESOLUCION 45, CP MANTENIMIENTO DE EDIFICIOS $ 30240.00",AZUAY,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,TORRES MALDONADO JUAN FERNANDO,4/08/2020,4/13/2020,"$27.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=b3Pv8vuk5ps4tRjxhy70t8IGWBQsBRALw1BPC6J89Ew,&idSoliCompra=TpzElo1W-U8tSc7z96z1wIzCIyXq5wO4thT_bbxGrvk,"
DD01D01-2020-0045-R-00010,"CONTRATACION DE SERVICIO DE LIMPIEZA, PARA ADECUACION DE CENTRO DE ALTO RENDIMIENTO CEAR,PARA PACIENTES COVID 19, AOCGIÉNDOSE A LA RESOLUCION 045 2020, SUSCRITA POR LA MAXIMA AUTORIDAD.",AZUAY,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,CUENKCLEAN S.A.,4/13/2020,6/13/2020,"$21.278,49",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Pdfwe2h9i3WA5Y3jrdbKum0josLudRCuWcpWMWb9swQ,&idSoliCompra=32LPJRMyX3ujCYBT2zaE5p28wCX4OvgiYnhfJ5gory0,"
